TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Butyrivibrio crossotus	Stool	#e8cb72	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	2	5.0	2.0	#ff8143	#10c6e6	Mixed	#cccccc
Fusobacterium nucleatum	Subgingival_plaque	#ffac5c	2	2.0	3.0	#2adddd	#5af8c8	Mixed	#cccccc
Haemophilus sp. C1	Buccal_mucosa	#445cfb	2	6.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Leptotrichia sp. oral taxon 225	Supragingival_plaque	#ff8646	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Paraprevotella clara	Stool	#e8cb72	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Porphyromonas gingivalis	Keratinized_gingiva	#17cbe4	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Prevotella aurantiaca	Tongue_dorsum	#ff2f18	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Prevotella fusca	Palatine_Tonsils	#70febc	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Prevotella oralis	Subgingival_plaque	#ffac5c	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Prevotella sp. F0091	Palatine_Tonsils	#70febc	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Roseburia inulinivorans	Stool	#e8cb72	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Stomatobaculum longum	Tongue_dorsum	#ff2f18	2	4.0	6.0	#d4dd80	#ff703a	Mixed	#cccccc
Streptococcus infantis	Tongue_dorsum	#ff2f18	2	3.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Streptococcus sp. CM6	Buccal_mucosa_NA	#2686f5	2	4.0	6.0	#d4dd80	#ff703a	Mixed	#cccccc
Streptococcus sp. SR1	Hard_palate	#08acee	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Streptococcus uberis	Buccal_mucosa_NA	#2686f5	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Treponema socranskii	Subgingival_plaque	#ffac5c	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Veillonella sp. HPA0037	Tongue_dorsum	#ff2f18	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Veillonella sp. oral taxon 780	Keratinized_gingiva	#17cbe4	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Veillonella tobetsuensis	Tongue_dorsum	#ff2f18	2	3.0	7.0	#7effb5	#ff0000	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	1	1.0	1.0	#2c7ef7	#386df9	Mixed	#cccccc
Actinomyces viscosus	Attached	#622ffe	2	5.0	2.0	#ff8143	#10c6e6	Mixed	#cccccc
Atopobium parvulum	Saliva	#cbe486	2	2.0	3.0	#2adddd	#5af8c8	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	2	6.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Lactobacillus crispatus	Mid_vagina	#52f5cb	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Odoribacter splanchnicus	Stool	#e8cb72	2	4.0	6.0	#d4dd80	#ff703a	Mixed	#cccccc
Leptotrichia wadei	Tongue_dorsum	#ff2f18	2	3.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Prevotella maculosa	Subgingival_plaque	#ffac5c	2	3.0	7.0	#7effb5	#ff0000	Mixed	#cccccc
